mobility_type,x_time,y_ridership_change,state,city,x_date
transit_stations_percent_change_from_baseline,93895,-7.0,Florida,Madison County,11-Sep
workplaces_percent_change_from_baseline,93895,-28.0,Florida,Madison County,11-Sep
residential_percent_change_from_baseline,93895,,Florida,Madison County,11-Sep
retail_and_recreation_percent_change_from_baseline,93896,,Florida,Madison County,12-Sep
grocery_and_pharmacy_percent_change_from_baseline,93896,,Florida,Madison County,12-Sep
parks_percent_change_from_baseline,93896,,Florida,Madison County,12-Sep
transit_stations_percent_change_from_baseline,93896,-9.0,Florida,Madison County,12-Sep
workplaces_percent_change_from_baseline,93896,-20.0,Florida,Madison County,12-Sep
residential_percent_change_from_baseline,93896,,Florida,Madison County,12-Sep
retail_and_recreation_percent_change_from_baseline,93897,,Florida,Madison County,13-Sep
grocery_and_pharmacy_percent_change_from_baseline,93897,,Florida,Madison County,13-Sep
parks_percent_change_from_baseline,93897,,Florida,Madison County,13-Sep
transit_stations_percent_change_from_baseline,93897,1.0,Florida,Madison County,13-Sep
workplaces_percent_change_from_baseline,93897,-27.0,Florida,Madison County,13-Sep
residential_percent_change_from_baseline,93897,,Florida,Madison County,13-Sep
retail_and_recreation_percent_change_from_baseline,93898,,Florida,Madison County,14-Sep
grocery_and_pharmacy_percent_change_from_baseline,93898,,Florida,Madison County,14-Sep
parks_percent_change_from_baseline,93898,,Florida,Madison County,14-Sep
transit_stations_percent_change_from_baseline,93898,-11.0,Florida,Madison County,14-Sep
workplaces_percent_change_from_baseline,93898,-22.0,Florida,Madison County,14-Sep
residential_percent_change_from_baseline,93898,,Florida,Madison County,14-Sep
retail_and_recreation_percent_change_from_baseline,93899,,Florida,Madison County,15-Sep
grocery_and_pharmacy_percent_change_from_baseline,93899,,Florida,Madison County,15-Sep
parks_percent_change_from_baseline,93899,,Florida,Madison County,15-Sep
transit_stations_percent_change_from_baseline,93899,-10.0,Florida,Madison County,15-Sep
workplaces_percent_change_from_baseline,93899,-18.0,Florida,Madison County,15-Sep
residential_percent_change_from_baseline,93899,,Florida,Madison County,15-Sep
retail_and_recreation_percent_change_from_baseline,93900,,Florida,Madison County,16-Sep
grocery_and_pharmacy_percent_change_from_baseline,93900,,Florida,Madison County,16-Sep
parks_percent_change_from_baseline,93900,,Florida,Madison County,16-Sep
transit_stations_percent_change_from_baseline,93900,-24.0,Florida,Madison County,16-Sep
workplaces_percent_change_from_baseline,93900,-22.0,Florida,Madison County,16-Sep
residential_percent_change_from_baseline,93900,,Florida,Madison County,16-Sep
retail_and_recreation_percent_change_from_baseline,93901,,Florida,Madison County,17-Sep
grocery_and_pharmacy_percent_change_from_baseline,93901,,Florida,Madison County,17-Sep
parks_percent_change_from_baseline,93901,,Florida,Madison County,17-Sep
transit_stations_percent_change_from_baseline,93901,-4.0,Florida,Madison County,17-Sep
workplaces_percent_change_from_baseline,93901,-17.0,Florida,Madison County,17-Sep
residential_percent_change_from_baseline,93901,,Florida,Madison County,17-Sep
retail_and_recreation_percent_change_from_baseline,93902,,Florida,Madison County,18-Sep
grocery_and_pharmacy_percent_change_from_baseline,93902,,Florida,Madison County,18-Sep
parks_percent_change_from_baseline,93902,,Florida,Madison County,18-Sep
transit_stations_percent_change_from_baseline,93902,-7.0,Florida,Madison County,18-Sep
workplaces_percent_change_from_baseline,93902,-17.0,Florida,Madison County,18-Sep
residential_percent_change_from_baseline,93902,,Florida,Madison County,18-Sep
retail_and_recreation_percent_change_from_baseline,93903,,Florida,Madison County,19-Sep
grocery_and_pharmacy_percent_change_from_baseline,93903,,Florida,Madison County,19-Sep
parks_percent_change_from_baseline,93903,,Florida,Madison County,19-Sep
transit_stations_percent_change_from_baseline,93903,-3.0,Florida,Madison County,19-Sep
workplaces_percent_change_from_baseline,93903,-14.0,Florida,Madison County,19-Sep
residential_percent_change_from_baseline,93903,,Florida,Madison County,19-Sep
retail_and_recreation_percent_change_from_baseline,93904,,Florida,Madison County,20-Sep
grocery_and_pharmacy_percent_change_from_baseline,93904,,Florida,Madison County,20-Sep
parks_percent_change_from_baseline,93904,,Florida,Madison County,20-Sep
transit_stations_percent_change_from_baseline,93904,3.0,Florida,Madison County,20-Sep
workplaces_percent_change_from_baseline,93904,-19.0,Florida,Madison County,20-Sep
residential_percent_change_from_baseline,93904,,Florida,Madison County,20-Sep
retail_and_recreation_percent_change_from_baseline,93905,,Florida,Madison County,21-Sep
grocery_and_pharmacy_percent_change_from_baseline,93905,,Florida,Madison County,21-Sep
parks_percent_change_from_baseline,93905,,Florida,Madison County,21-Sep
transit_stations_percent_change_from_baseline,93905,8.0,Florida,Madison County,21-Sep
workplaces_percent_change_from_baseline,93905,-21.0,Florida,Madison County,21-Sep
residential_percent_change_from_baseline,93905,,Florida,Madison County,21-Sep
retail_and_recreation_percent_change_from_baseline,93906,,Florida,Madison County,22-Sep
grocery_and_pharmacy_percent_change_from_baseline,93906,,Florida,Madison County,22-Sep
parks_percent_change_from_baseline,93906,,Florida,Madison County,22-Sep
transit_stations_percent_change_from_baseline,93906,-1.0,Florida,Madison County,22-Sep
workplaces_percent_change_from_baseline,93906,-19.0,Florida,Madison County,22-Sep
residential_percent_change_from_baseline,93906,,Florida,Madison County,22-Sep
retail_and_recreation_percent_change_from_baseline,93907,,Florida,Madison County,23-Sep
grocery_and_pharmacy_percent_change_from_baseline,93907,,Florida,Madison County,23-Sep
parks_percent_change_from_baseline,93907,,Florida,Madison County,23-Sep
transit_stations_percent_change_from_baseline,93907,-1.0,Florida,Madison County,23-Sep
workplaces_percent_change_from_baseline,93907,-19.0,Florida,Madison County,23-Sep
residential_percent_change_from_baseline,93907,,Florida,Madison County,23-Sep
retail_and_recreation_percent_change_from_baseline,93908,,Florida,Madison County,24-Sep
grocery_and_pharmacy_percent_change_from_baseline,93908,,Florida,Madison County,24-Sep
parks_percent_change_from_baseline,93908,,Florida,Madison County,24-Sep
transit_stations_percent_change_from_baseline,93908,3.0,Florida,Madison County,24-Sep
workplaces_percent_change_from_baseline,93908,-13.0,Florida,Madison County,24-Sep
residential_percent_change_from_baseline,93908,,Florida,Madison County,24-Sep
retail_and_recreation_percent_change_from_baseline,93909,,Florida,Madison County,25-Sep
grocery_and_pharmacy_percent_change_from_baseline,93909,,Florida,Madison County,25-Sep
parks_percent_change_from_baseline,93909,,Florida,Madison County,25-Sep
transit_stations_percent_change_from_baseline,93909,-7.0,Florida,Madison County,25-Sep
workplaces_percent_change_from_baseline,93909,-15.0,Florida,Madison County,25-Sep
residential_percent_change_from_baseline,93909,,Florida,Madison County,25-Sep
retail_and_recreation_percent_change_from_baseline,93910,,Florida,Madison County,26-Sep
grocery_and_pharmacy_percent_change_from_baseline,93910,,Florida,Madison County,26-Sep
parks_percent_change_from_baseline,93910,,Florida,Madison County,26-Sep
transit_stations_percent_change_from_baseline,93910,-2.0,Florida,Madison County,26-Sep
workplaces_percent_change_from_baseline,93910,4.0,Florida,Madison County,26-Sep
residential_percent_change_from_baseline,93910,,Florida,Madison County,26-Sep
retail_and_recreation_percent_change_from_baseline,93911,,Florida,Madison County,27-Sep
grocery_and_pharmacy_percent_change_from_baseline,93911,,Florida,Madison County,27-Sep
parks_percent_change_from_baseline,93911,,Florida,Madison County,27-Sep
transit_stations_percent_change_from_baseline,93911,1.0,Florida,Madison County,27-Sep
workplaces_percent_change_from_baseline,93911,-19.0,Florida,Madison County,27-Sep
residential_percent_change_from_baseline,93911,,Florida,Madison County,27-Sep
retail_and_recreation_percent_change_from_baseline,93912,,Florida,Madison County,28-Sep
grocery_and_pharmacy_percent_change_from_baseline,93912,,Florida,Madison County,28-Sep
parks_percent_change_from_baseline,93912,,Florida,Madison County,28-Sep
transit_stations_percent_change_from_baseline,93912,-6.0,Florida,Madison County,28-Sep
workplaces_percent_change_from_baseline,93912,-18.0,Florida,Madison County,28-Sep
residential_percent_change_from_baseline,93912,,Florida,Madison County,28-Sep
retail_and_recreation_percent_change_from_baseline,93913,,Florida,Madison County,29-Sep
grocery_and_pharmacy_percent_change_from_baseline,93913,,Florida,Madison County,29-Sep
parks_percent_change_from_baseline,93913,,Florida,Madison County,29-Sep
transit_stations_percent_change_from_baseline,93913,-2.0,Florida,Madison County,29-Sep
workplaces_percent_change_from_baseline,93913,-15.0,Florida,Madison County,29-Sep
residential_percent_change_from_baseline,93913,,Florida,Madison County,29-Sep
retail_and_recreation_percent_change_from_baseline,93914,,Florida,Madison County,30-Sep
grocery_and_pharmacy_percent_change_from_baseline,93914,,Florida,Madison County,30-Sep
parks_percent_change_from_baseline,93914,,Florida,Madison County,30-Sep
transit_stations_percent_change_from_baseline,93914,0.0,Florida,Madison County,30-Sep
workplaces_percent_change_from_baseline,93914,-18.0,Florida,Madison County,30-Sep
residential_percent_change_from_baseline,93914,,Florida,Madison County,30-Sep
retail_and_recreation_percent_change_from_baseline,93915,,Florida,Madison County,01-Oct
grocery_and_pharmacy_percent_change_from_baseline,93915,,Florida,Madison County,01-Oct
parks_percent_change_from_baseline,93915,,Florida,Madison County,01-Oct
transit_stations_percent_change_from_baseline,93915,-1.0,Florida,Madison County,01-Oct
workplaces_percent_change_from_baseline,93915,-15.0,Florida,Madison County,01-Oct
residential_percent_change_from_baseline,93915,,Florida,Madison County,01-Oct
retail_and_recreation_percent_change_from_baseline,93916,,Florida,Madison County,02-Oct
grocery_and_pharmacy_percent_change_from_baseline,93916,,Florida,Madison County,02-Oct
parks_percent_change_from_baseline,93916,,Florida,Madison County,02-Oct
transit_stations_percent_change_from_baseline,93916,-10.0,Florida,Madison County,02-Oct
workplaces_percent_change_from_baseline,93916,-16.0,Florida,Madison County,02-Oct
residential_percent_change_from_baseline,93916,,Florida,Madison County,02-Oct
retail_and_recreation_percent_change_from_baseline,93917,,Florida,Madison County,03-Oct
grocery_and_pharmacy_percent_change_from_baseline,93917,,Florida,Madison County,03-Oct
parks_percent_change_from_baseline,93917,,Florida,Madison County,03-Oct
transit_stations_percent_change_from_baseline,93917,5.0,Florida,Madison County,03-Oct
workplaces_percent_change_from_baseline,93917,-13.0,Florida,Madison County,03-Oct
residential_percent_change_from_baseline,93917,,Florida,Madison County,03-Oct
retail_and_recreation_percent_change_from_baseline,93918,,Florida,Madison County,04-Oct
grocery_and_pharmacy_percent_change_from_baseline,93918,,Florida,Madison County,04-Oct
parks_percent_change_from_baseline,93918,,Florida,Madison County,04-Oct
transit_stations_percent_change_from_baseline,93918,3.0,Florida,Madison County,04-Oct
workplaces_percent_change_from_baseline,93918,-26.0,Florida,Madison County,04-Oct
residential_percent_change_from_baseline,93918,,Florida,Madison County,04-Oct
retail_and_recreation_percent_change_from_baseline,93919,,Florida,Madison County,05-Oct
grocery_and_pharmacy_percent_change_from_baseline,93919,,Florida,Madison County,05-Oct
parks_percent_change_from_baseline,93919,,Florida,Madison County,05-Oct
transit_stations_percent_change_from_baseline,93919,-7.0,Florida,Madison County,05-Oct
workplaces_percent_change_from_baseline,93919,-16.0,Florida,Madison County,05-Oct
residential_percent_change_from_baseline,93919,,Florida,Madison County,05-Oct
retail_and_recreation_percent_change_from_baseline,93920,,Florida,Madison County,06-Oct
grocery_and_pharmacy_percent_change_from_baseline,93920,,Florida,Madison County,06-Oct
parks_percent_change_from_baseline,93920,,Florida,Madison County,06-Oct
transit_stations_percent_change_from_baseline,93920,3.0,Florida,Madison County,06-Oct
workplaces_percent_change_from_baseline,93920,-15.0,Florida,Madison County,06-Oct
residential_percent_change_from_baseline,93920,,Florida,Madison County,06-Oct
retail_and_recreation_percent_change_from_baseline,93921,,Florida,Madison County,07-Oct
grocery_and_pharmacy_percent_change_from_baseline,93921,,Florida,Madison County,07-Oct
parks_percent_change_from_baseline,93921,,Florida,Madison County,07-Oct
transit_stations_percent_change_from_baseline,93921,-6.0,Florida,Madison County,07-Oct
workplaces_percent_change_from_baseline,93921,-17.0,Florida,Madison County,07-Oct
residential_percent_change_from_baseline,93921,,Florida,Madison County,07-Oct
retail_and_recreation_percent_change_from_baseline,93922,,Florida,Madison County,08-Oct
grocery_and_pharmacy_percent_change_from_baseline,93922,,Florida,Madison County,08-Oct
parks_percent_change_from_baseline,93922,,Florida,Madison County,08-Oct
transit_stations_percent_change_from_baseline,93922,1.0,Florida,Madison County,08-Oct
workplaces_percent_change_from_baseline,93922,-11.0,Florida,Madison County,08-Oct
residential_percent_change_from_baseline,93922,,Florida,Madison County,08-Oct
retail_and_recreation_percent_change_from_baseline,93923,,Florida,Madison County,09-Oct
grocery_and_pharmacy_percent_change_from_baseline,93923,,Florida,Madison County,09-Oct
parks_percent_change_from_baseline,93923,,Florida,Madison County,09-Oct
transit_stations_percent_change_from_baseline,93923,0.0,Florida,Madison County,09-Oct
workplaces_percent_change_from_baseline,93923,-14.0,Florida,Madison County,09-Oct
residential_percent_change_from_baseline,93923,,Florida,Madison County,09-Oct
retail_and_recreation_percent_change_from_baseline,93924,,Florida,Madison County,10-Oct
grocery_and_pharmacy_percent_change_from_baseline,93924,,Florida,Madison County,10-Oct
parks_percent_change_from_baseline,93924,,Florida,Madison County,10-Oct
transit_stations_percent_change_from_baseline,93924,4.0,Florida,Madison County,10-Oct
workplaces_percent_change_from_baseline,93924,-3.0,Florida,Madison County,10-Oct
residential_percent_change_from_baseline,93924,,Florida,Madison County,10-Oct
retail_and_recreation_percent_change_from_baseline,93925,,Florida,Madison County,11-Oct
grocery_and_pharmacy_percent_change_from_baseline,93925,,Florida,Madison County,11-Oct
parks_percent_change_from_baseline,93925,,Florida,Madison County,11-Oct
transit_stations_percent_change_from_baseline,93925,1.0,Florida,Madison County,11-Oct
workplaces_percent_change_from_baseline,93925,-12.0,Florida,Madison County,11-Oct
residential_percent_change_from_baseline,93925,,Florida,Madison County,11-Oct
retail_and_recreation_percent_change_from_baseline,93926,,Florida,Madison County,12-Oct
grocery_and_pharmacy_percent_change_from_baseline,93926,,Florida,Madison County,12-Oct
parks_percent_change_from_baseline,93926,,Florida,Madison County,12-Oct
transit_stations_percent_change_from_baseline,93926,8.0,Florida,Madison County,12-Oct
workplaces_percent_change_from_baseline,93926,-20.0,Florida,Madison County,12-Oct
residential_percent_change_from_baseline,93926,,Florida,Madison County,12-Oct
retail_and_recreation_percent_change_from_baseline,93927,,Florida,Madison County,13-Oct
grocery_and_pharmacy_percent_change_from_baseline,93927,,Florida,Madison County,13-Oct
parks_percent_change_from_baseline,93927,,Florida,Madison County,13-Oct
transit_stations_percent_change_from_baseline,93927,6.0,Florida,Madison County,13-Oct
workplaces_percent_change_from_baseline,93927,-19.0,Florida,Madison County,13-Oct
residential_percent_change_from_baseline,93927,,Florida,Madison County,13-Oct
retail_and_recreation_percent_change_from_baseline,93928,,Florida,Madison County,14-Oct
grocery_and_pharmacy_percent_change_from_baseline,93928,,Florida,Madison County,14-Oct
parks_percent_change_from_baseline,93928,,Florida,Madison County,14-Oct
transit_stations_percent_change_from_baseline,93928,2.0,Florida,Madison County,14-Oct
workplaces_percent_change_from_baseline,93928,-17.0,Florida,Madison County,14-Oct
residential_percent_change_from_baseline,93928,,Florida,Madison County,14-Oct
retail_and_recreation_percent_change_from_baseline,93929,,Florida,Madison County,15-Oct
grocery_and_pharmacy_percent_change_from_baseline,93929,,Florida,Madison County,15-Oct
parks_percent_change_from_baseline,93929,,Florida,Madison County,15-Oct
transit_stations_percent_change_from_baseline,93929,2.0,Florida,Madison County,15-Oct
workplaces_percent_change_from_baseline,93929,-14.0,Florida,Madison County,15-Oct
residential_percent_change_from_baseline,93929,,Florida,Madison County,15-Oct
retail_and_recreation_percent_change_from_baseline,93930,,Florida,Madison County,16-Oct
grocery_and_pharmacy_percent_change_from_baseline,93930,,Florida,Madison County,16-Oct
parks_percent_change_from_baseline,93930,,Florida,Madison County,16-Oct
transit_stations_percent_change_from_baseline,93930,0.0,Florida,Madison County,16-Oct
workplaces_percent_change_from_baseline,93930,-19.0,Florida,Madison County,16-Oct
residential_percent_change_from_baseline,93930,,Florida,Madison County,16-Oct
retail_and_recreation_percent_change_from_baseline,93931,,Florida,Madison County,17-Oct
grocery_and_pharmacy_percent_change_from_baseline,93931,,Florida,Madison County,17-Oct
parks_percent_change_from_baseline,93931,,Florida,Madison County,17-Oct
transit_stations_percent_change_from_baseline,93931,10.0,Florida,Madison County,17-Oct
workplaces_percent_change_from_baseline,93931,-6.0,Florida,Madison County,17-Oct
residential_percent_change_from_baseline,93931,,Florida,Madison County,17-Oct
retail_and_recreation_percent_change_from_baseline,93932,,Florida,Madison County,18-Oct
grocery_and_pharmacy_percent_change_from_baseline,93932,,Florida,Madison County,18-Oct
parks_percent_change_from_baseline,93932,,Florida,Madison County,18-Oct
transit_stations_percent_change_from_baseline,93932,13.0,Florida,Madison County,18-Oct
workplaces_percent_change_from_baseline,93932,-19.0,Florida,Madison County,18-Oct
residential_percent_change_from_baseline,93932,,Florida,Madison County,18-Oct
retail_and_recreation_percent_change_from_baseline,93933,,Florida,Madison County,19-Oct
grocery_and_pharmacy_percent_change_from_baseline,93933,,Florida,Madison County,19-Oct
parks_percent_change_from_baseline,93933,,Florida,Madison County,19-Oct
transit_stations_percent_change_from_baseline,93933,3.0,Florida,Madison County,19-Oct
workplaces_percent_change_from_baseline,93933,-13.0,Florida,Madison County,19-Oct
residential_percent_change_from_baseline,93933,,Florida,Madison County,19-Oct
retail_and_recreation_percent_change_from_baseline,93934,,Florida,Madison County,20-Oct
grocery_and_pharmacy_percent_change_from_baseline,93934,,Florida,Madison County,20-Oct
parks_percent_change_from_baseline,93934,,Florida,Madison County,20-Oct
transit_stations_percent_change_from_baseline,93934,4.0,Florida,Madison County,20-Oct
workplaces_percent_change_from_baseline,93934,-14.0,Florida,Madison County,20-Oct
residential_percent_change_from_baseline,93934,,Florida,Madison County,20-Oct
retail_and_recreation_percent_change_from_baseline,93935,,Florida,Madison County,21-Oct
grocery_and_pharmacy_percent_change_from_baseline,93935,,Florida,Madison County,21-Oct
parks_percent_change_from_baseline,93935,,Florida,Madison County,21-Oct
transit_stations_percent_change_from_baseline,93935,3.0,Florida,Madison County,21-Oct
workplaces_percent_change_from_baseline,93935,-15.0,Florida,Madison County,21-Oct
residential_percent_change_from_baseline,93935,,Florida,Madison County,21-Oct
retail_and_recreation_percent_change_from_baseline,93936,,Florida,Madison County,22-Oct
grocery_and_pharmacy_percent_change_from_baseline,93936,,Florida,Madison County,22-Oct
parks_percent_change_from_baseline,93936,,Florida,Madison County,22-Oct
transit_stations_percent_change_from_baseline,93936,2.0,Florida,Madison County,22-Oct
workplaces_percent_change_from_baseline,93936,-15.0,Florida,Madison County,22-Oct
residential_percent_change_from_baseline,93936,,Florida,Madison County,22-Oct
retail_and_recreation_percent_change_from_baseline,93937,,Florida,Madison County,23-Oct
grocery_and_pharmacy_percent_change_from_baseline,93937,,Florida,Madison County,23-Oct
parks_percent_change_from_baseline,93937,,Florida,Madison County,23-Oct
transit_stations_percent_change_from_baseline,93937,2.0,Florida,Madison County,23-Oct
workplaces_percent_change_from_baseline,93937,-14.0,Florida,Madison County,23-Oct
residential_percent_change_from_baseline,93937,,Florida,Madison County,23-Oct
retail_and_recreation_percent_change_from_baseline,93938,,Florida,Madison County,24-Oct
grocery_and_pharmacy_percent_change_from_baseline,93938,,Florida,Madison County,24-Oct
parks_percent_change_from_baseline,93938,,Florida,Madison County,24-Oct
transit_stations_percent_change_from_baseline,93938,4.0,Florida,Madison County,24-Oct
workplaces_percent_change_from_baseline,93938,-9.0,Florida,Madison County,24-Oct
residential_percent_change_from_baseline,93938,,Florida,Madison County,24-Oct
retail_and_recreation_percent_change_from_baseline,93939,,Florida,Madison County,25-Oct
grocery_and_pharmacy_percent_change_from_baseline,93939,,Florida,Madison County,25-Oct
parks_percent_change_from_baseline,93939,,Florida,Madison County,25-Oct
transit_stations_percent_change_from_baseline,93939,4.0,Florida,Madison County,25-Oct
workplaces_percent_change_from_baseline,93939,-19.0,Florida,Madison County,25-Oct
residential_percent_change_from_baseline,93939,,Florida,Madison County,25-Oct
retail_and_recreation_percent_change_from_baseline,93940,,Florida,Madison County,26-Oct
grocery_and_pharmacy_percent_change_from_baseline,93940,,Florida,Madison County,26-Oct
parks_percent_change_from_baseline,93940,,Florida,Madison County,26-Oct
transit_stations_percent_change_from_baseline,93940,1.0,Florida,Madison County,26-Oct
workplaces_percent_change_from_baseline,93940,-16.0,Florida,Madison County,26-Oct
residential_percent_change_from_baseline,93940,,Florida,Madison County,26-Oct
retail_and_recreation_percent_change_from_baseline,93941,,Florida,Madison County,27-Oct
grocery_and_pharmacy_percent_change_from_baseline,93941,,Florida,Madison County,27-Oct
parks_percent_change_from_baseline,93941,,Florida,Madison County,27-Oct
transit_stations_percent_change_from_baseline,93941,9.0,Florida,Madison County,27-Oct
workplaces_percent_change_from_baseline,93941,-15.0,Florida,Madison County,27-Oct
residential_percent_change_from_baseline,93941,,Florida,Madison County,27-Oct
retail_and_recreation_percent_change_from_baseline,93942,,Florida,Madison County,28-Oct
grocery_and_pharmacy_percent_change_from_baseline,93942,,Florida,Madison County,28-Oct
parks_percent_change_from_baseline,93942,,Florida,Madison County,28-Oct
transit_stations_percent_change_from_baseline,93942,1.0,Florida,Madison County,28-Oct
workplaces_percent_change_from_baseline,93942,-18.0,Florida,Madison County,28-Oct
residential_percent_change_from_baseline,93942,,Florida,Madison County,28-Oct
retail_and_recreation_percent_change_from_baseline,93943,,Florida,Madison County,29-Oct
grocery_and_pharmacy_percent_change_from_baseline,93943,,Florida,Madison County,29-Oct
parks_percent_change_from_baseline,93943,,Florida,Madison County,29-Oct
transit_stations_percent_change_from_baseline,93943,-3.0,Florida,Madison County,29-Oct
workplaces_percent_change_from_baseline,93943,-16.0,Florida,Madison County,29-Oct
residential_percent_change_from_baseline,93943,,Florida,Madison County,29-Oct
retail_and_recreation_percent_change_from_baseline,93944,,Florida,Madison County,30-Oct
grocery_and_pharmacy_percent_change_from_baseline,93944,,Florida,Madison County,30-Oct
parks_percent_change_from_baseline,93944,,Florida,Madison County,30-Oct
transit_stations_percent_change_from_baseline,93944,2.0,Florida,Madison County,30-Oct
workplaces_percent_change_from_baseline,93944,-14.0,Florida,Madison County,30-Oct
residential_percent_change_from_baseline,93944,,Florida,Madison County,30-Oct
retail_and_recreation_percent_change_from_baseline,93945,,Florida,Madison County,31-Oct
grocery_and_pharmacy_percent_change_from_baseline,93945,,Florida,Madison County,31-Oct
parks_percent_change_from_baseline,93945,,Florida,Madison County,31-Oct
transit_stations_percent_change_from_baseline,93945,-5.0,Florida,Madison County,31-Oct
workplaces_percent_change_from_baseline,93945,-12.0,Florida,Madison County,31-Oct
residential_percent_change_from_baseline,93945,,Florida,Madison County,31-Oct
retail_and_recreation_percent_change_from_baseline,93946,,Florida,Madison County,01-Nov
grocery_and_pharmacy_percent_change_from_baseline,93946,,Florida,Madison County,01-Nov
parks_percent_change_from_baseline,93946,,Florida,Madison County,01-Nov
transit_stations_percent_change_from_baseline,93946,-1.0,Florida,Madison County,01-Nov
workplaces_percent_change_from_baseline,93946,-30.0,Florida,Madison County,01-Nov
residential_percent_change_from_baseline,93946,,Florida,Madison County,01-Nov
retail_and_recreation_percent_change_from_baseline,93947,,Florida,Madison County,02-Nov
grocery_and_pharmacy_percent_change_from_baseline,93947,,Florida,Madison County,02-Nov
parks_percent_change_from_baseline,93947,,Florida,Madison County,02-Nov
transit_stations_percent_change_from_baseline,93947,4.0,Florida,Madison County,02-Nov
workplaces_percent_change_from_baseline,93947,-17.0,Florida,Madison County,02-Nov
residential_percent_change_from_baseline,93947,,Florida,Madison County,02-Nov
retail_and_recreation_percent_change_from_baseline,93948,,Florida,Madison County,03-Nov
grocery_and_pharmacy_percent_change_from_baseline,93948,,Florida,Madison County,03-Nov
parks_percent_change_from_baseline,93948,,Florida,Madison County,03-Nov
transit_stations_percent_change_from_baseline,93948,1.0,Florida,Madison County,03-Nov
workplaces_percent_change_from_baseline,93948,-17.0,Florida,Madison County,03-Nov
residential_percent_change_from_baseline,93948,,Florida,Madison County,03-Nov
retail_and_recreation_percent_change_from_baseline,93949,,Florida,Madison County,04-Nov
grocery_and_pharmacy_percent_change_from_baseline,93949,,Florida,Madison County,04-Nov
parks_percent_change_from_baseline,93949,,Florida,Madison County,04-Nov
transit_stations_percent_change_from_baseline,93949,-1.0,Florida,Madison County,04-Nov
workplaces_percent_change_from_baseline,93949,-17.0,Florida,Madison County,04-Nov
residential_percent_change_from_baseline,93949,,Florida,Madison County,04-Nov
retail_and_recreation_percent_change_from_baseline,93950,,Florida,Madison County,05-Nov
grocery_and_pharmacy_percent_change_from_baseline,93950,,Florida,Madison County,05-Nov
parks_percent_change_from_baseline,93950,,Florida,Madison County,05-Nov
transit_stations_percent_change_from_baseline,93950,2.0,Florida,Madison County,05-Nov
workplaces_percent_change_from_baseline,93950,-17.0,Florida,Madison County,05-Nov
residential_percent_change_from_baseline,93950,,Florida,Madison County,05-Nov
retail_and_recreation_percent_change_from_baseline,93951,,Florida,Madison County,06-Nov
grocery_and_pharmacy_percent_change_from_baseline,93951,,Florida,Madison County,06-Nov
parks_percent_change_from_baseline,93951,,Florida,Madison County,06-Nov
transit_stations_percent_change_from_baseline,93951,0.0,Florida,Madison County,06-Nov
workplaces_percent_change_from_baseline,93951,-11.0,Florida,Madison County,06-Nov
residential_percent_change_from_baseline,93951,,Florida,Madison County,06-Nov
retail_and_recreation_percent_change_from_baseline,93952,,Florida,Madison County,07-Nov
grocery_and_pharmacy_percent_change_from_baseline,93952,,Florida,Madison County,07-Nov
parks_percent_change_from_baseline,93952,,Florida,Madison County,07-Nov
transit_stations_percent_change_from_baseline,93952,4.0,Florida,Madison County,07-Nov
workplaces_percent_change_from_baseline,93952,-2.0,Florida,Madison County,07-Nov
residential_percent_change_from_baseline,93952,,Florida,Madison County,07-Nov
retail_and_recreation_percent_change_from_baseline,93953,,Florida,Madison County,08-Nov
grocery_and_pharmacy_percent_change_from_baseline,93953,,Florida,Madison County,08-Nov
parks_percent_change_from_baseline,93953,,Florida,Madison County,08-Nov
transit_stations_percent_change_from_baseline,93953,8.0,Florida,Madison County,08-Nov
workplaces_percent_change_from_baseline,93953,-20.0,Florida,Madison County,08-Nov
residential_percent_change_from_baseline,93953,,Florida,Madison County,08-Nov
retail_and_recreation_percent_change_from_baseline,93954,,Florida,Madison County,09-Nov
grocery_and_pharmacy_percent_change_from_baseline,93954,,Florida,Madison County,09-Nov
parks_percent_change_from_baseline,93954,,Florida,Madison County,09-Nov
transit_stations_percent_change_from_baseline,93954,-6.0,Florida,Madison County,09-Nov
workplaces_percent_change_from_baseline,93954,-17.0,Florida,Madison County,09-Nov
residential_percent_change_from_baseline,93954,,Florida,Madison County,09-Nov
retail_and_recreation_percent_change_from_baseline,93955,,Florida,Madison County,10-Nov
grocery_and_pharmacy_percent_change_from_baseline,93955,,Florida,Madison County,10-Nov
parks_percent_change_from_baseline,93955,,Florida,Madison County,10-Nov
transit_stations_percent_change_from_baseline,93955,4.0,Florida,Madison County,10-Nov
workplaces_percent_change_from_baseline,93955,-16.0,Florida,Madison County,10-Nov
residential_percent_change_from_baseline,93955,,Florida,Madison County,10-Nov
retail_and_recreation_percent_change_from_baseline,93956,,Florida,Madison County,11-Nov
grocery_and_pharmacy_percent_change_from_baseline,93956,,Florida,Madison County,11-Nov
parks_percent_change_from_baseline,93956,,Florida,Madison County,11-Nov
transit_stations_percent_change_from_baseline,93956,11.0,Florida,Madison County,11-Nov
workplaces_percent_change_from_baseline,93956,-35.0,Florida,Madison County,11-Nov
residential_percent_change_from_baseline,93956,,Florida,Madison County,11-Nov
retail_and_recreation_percent_change_from_baseline,93957,,Florida,Madison County,12-Nov
grocery_and_pharmacy_percent_change_from_baseline,93957,,Florida,Madison County,12-Nov
parks_percent_change_from_baseline,93957,,Florida,Madison County,12-Nov
