,state,mobility_type,t,h(t),f(t),S(t),F(t),f(t)_poly_2,f(t)_poly_3,f(t)_poly_4,h(t)_poly,f(t)_ma,h(t)_ma,Qmax,Mass,Delta
27533,Delaware,parks_percent_change_from_baseline,33,0.003064032,0.002959652,0.9659338,0.0340662,0.007580056,-0.000489454,-0.003147491,0.007847387,0.008764194,0.009073287,-10.92857143,197.0952381,0.072058468
27534,Delaware,parks_percent_change_from_baseline,34,-0.012786844,-0.012352017,0.965994201,0.034005799,0.008764957,0.000701358,-0.001175704,0.009073509,0.005244826,0.005429459,-10.92857143,197.0952381,0.072058468
27535,Delaware,parks_percent_change_from_baseline,35,0.017925736,0.017757913,0.990637835,0.009362165,0.009665814,0.002199644,0.001286599,0.009757162,0.007032409,0.00709887,-10.92857143,197.0952381,0.072058468
27536,Delaware,parks_percent_change_from_baseline,36,0.002531646,0.002355641,0.930478376,0.069521624,0.010282625,0.003896506,0.003980696,0.011050901,0.006447813,0.006929568,-10.92857143,197.0952381,0.072058468
27537,Delaware,parks_percent_change_from_baseline,37,-0.031152362,-0.030713941,0.985926552,0.014073448,0.010615391,0.005683045,0.006675149,0.010766918,0.00231873,0.002351828,-10.92857143,197.0952381,0.072058468
27538,Delaware,parks_percent_change_from_baseline,38,0.010077944,0.009996376,0.991906258,0.008093742,0.010664111,0.007450363,0.009165809,0.010751128,0.003086494,0.003111679,-10.92857143,197.0952381,0.072058468
27539,Delaware,parks_percent_change_from_baseline,39,0.019822411,0.019147137,0.9659338,0.0340662,0.010428787,0.009089561,0.011275812,0.010796586,0.004546553,0.004706899,-10.92857143,197.0952381,0.072058468
27540,Delaware,parks_percent_change_from_baseline,40,0.001140106,0.001087219,0.953611984,0.046388016,0.009909418,0.010491741,0.012855582,0.010391457,0.004258275,0.004465417,-10.92857143,197.0952381,0.072058468
27541,Delaware,parks_percent_change_from_baseline,41,0.006517924,0.006281711,0.963759362,0.036240638,0.009106003,0.011548006,0.013782828,0.00944842,0.004413924,0.004579902,-10.92857143,197.0952381,0.072058468
27542,Delaware,parks_percent_change_from_baseline,42,0.023427471,0.022046388,0.941048562,0.058951438,0.008018544,0.012149455,0.013962546,0.008520861,0.005673386,0.006028791,-10.92857143,197.0952381,0.072058468
27543,Delaware,parks_percent_change_from_baseline,43,0.038749507,0.035636627,0.919666586,0.080333414,0.006647039,0.012187192,0.013327018,0.007227662,0.007670935,0.008340996,-10.92857143,197.0952381,0.072058468
27544,Delaware,parks_percent_change_from_baseline,44,0.044895833,0.039049287,0.869775308,0.130224692,0.004991489,0.011552318,0.011835813,0.005738826,0.009632082,0.011074219,-10.92857143,197.0952381,0.072058468
27545,Delaware,parks_percent_change_from_baseline,45,0.009796885,0.008244745,0.841568012,0.158431988,0.003051895,0.010135934,0.009475787,0.003626438,0.009550474,0.011348428,-10.92857143,197.0952381,0.072058468
27546,Delaware,parks_percent_change_from_baseline,46,-0.026509521,-0.022620198,0.853285818,0.146714182,0.000828255,0.007829143,0.006261082,0.000970665,0.007763214,0.009098023,-10.92857143,197.0952381,0.072058468
27547,Delaware,parks_percent_change_from_baseline,47,0.004972075,0.004409278,0.886808408,0.113191592,-0.00167943,0.004523045,0.002233124,-0.001893792,0.007586691,0.008555051,-10.92857143,197.0952381,0.072058468
27548,Delaware,parks_percent_change_from_baseline,48,0.02535584,0.021412177,0.844467263,0.155532737,-0.004471161,0.000108743,-0.002539369,-0.005294652,0.008277966,0.009802589,-10.92857143,197.0952381,0.072058468
27549,Delaware,parks_percent_change_from_baseline,49,-0.040721391,-0.034368205,0.843984054,0.156015946,-0.007546936,-0.005522662,-0.007960398,-0.008942036,0.005581058,0.006612753,-10.92857143,197.0952381,0.072058468
27550,Delaware,parks_percent_change_from_baseline,50,-0.034724519,-0.031710558,0.913203672,0.086796328,-0.010906756,-0.012480068,-0.013906676,-0.011943399,0.002967202,0.003249223,-10.92857143,197.0952381,0.072058468
27551,Delaware,parks_percent_change_from_baseline,51,-0.008120881,-0.00736893,0.90740517,0.09259483,-0.014550622,-0.020872373,-0.020227627,-0.016035418,0.002385842,0.002629302,-10.92857143,197.0952381,0.072058468
27552,Delaware,parks_percent_change_from_baseline,52,-0.022131094,-0.020536361,0.927941532,0.072058468,-0.018478532,-0.030808476,-0.026745391,-0.019913466,0.001535697,0.00165495,-10.92857143,197.0952381,0.072058468
28059,District of Columbia,parks_percent_change_from_baseline,59,0.013157895,0.013157895,1,0,0,0,0,0,0.013157895,0.013157895,-65.14285714,-65.14285714,0.635964912
28060,District of Columbia,parks_percent_change_from_baseline,60,0.021111111,0.020833333,0.986842105,0.013157895,0.000476502,7.45E-05,0.001161542,0.000482855,0.016995614,0.017222222,-65.14285714,-65.14285714,0.635964912
28061,District of Columbia,parks_percent_change_from_baseline,61,0.010297483,0.009868421,0.958333333,0.041666667,0.000948146,0.000193374,0.00212912,0.00098937,0.014619883,0.01525553,-65.14285714,-65.14285714,0.635964912
28062,District of Columbia,parks_percent_change_from_baseline,62,0.010204082,0.009868421,0.967105263,0.032894737,0.001414933,0.000354588,0.002924077,0.00146306,0.013432018,0.013888889,-65.14285714,-65.14285714,0.635964912
28063,District of Columbia,parks_percent_change_from_baseline,63,0.03271028,0.030701754,0.938596491,0.061403509,0.001876863,0.000556043,0.003566798,0.001999648,0.016885965,0.017990654,-65.14285714,-65.14285714,0.635964912
28064,District of Columbia,parks_percent_change_from_baseline,64,0.014527845,0.013157895,0.905701754,0.094298246,0.002333935,0.000795658,0.004076714,0.002576936,0.01626462,0.017958031,-65.14285714,-65.14285714,0.635964912
28065,District of Columbia,parks_percent_change_from_baseline,65,0.001201923,0.001096491,0.912280702,0.087719298,0.00278615,0.00107135,0.004472299,0.003054049,0.014097744,0.015453297,-65.14285714,-65.14285714,0.635964912
28066,District of Columbia,parks_percent_change_from_baseline,66,-0.004854369,-0.004385965,0.903508772,0.096491228,0.003233508,0.001381038,0.004771071,0.003578834,0.011787281,0.013046116,-65.14285714,-65.14285714,0.635964912
28067,District of Columbia,parks_percent_change_from_baseline,67,-0.019047619,-0.01754386,0.921052632,0.078947368,0.003676008,0.00172264,0.004989594,0.003991095,0.008528265,0.009259259,-65.14285714,-65.14285714,0.635964912
28068,District of Columbia,parks_percent_change_from_baseline,68,0.005841121,0.005482456,0.938596491,0.061403509,0.004113651,0.002094073,0.005143474,0.004382769,0.008223684,0.008761682,-65.14285714,-65.14285714,0.635964912
28069,District of Columbia,parks_percent_change_from_baseline,69,-0.014457831,-0.013157895,0.910087719,0.089912281,0.004546437,0.002493256,0.005247361,0.004995603,0.006279904,0.006900329,-65.14285714,-65.14285714,0.635964912
28070,District of Columbia,parks_percent_change_from_baseline,70,-0.034090909,-0.032894737,0.964912281,0.035087719,0.004974365,0.002918106,0.005314952,0.005155251,0.003015351,0.003125,-65.14285714,-65.14285714,0.635964912
28071,District of Columbia,parks_percent_change_from_baseline,71,-0.011235955,-0.010964912,0.975877193,0.024122807,0.005397436,0.003366542,0.005358984,0.005530856,0.001939946,0.0019879,-65.14285714,-65.14285714,0.635964912
28072,District of Columbia,parks_percent_change_from_baseline,72,0.002222222,0.002192982,0.986842105,0.013157895,0.00581565,0.003836482,0.005391241,0.005893191,0.00195802,0.001984127,-65.14285714,-65.14285714,0.635964912
28073,District of Columbia,parks_percent_change_from_baseline,73,-0.001128668,-0.001096491,0.971491228,0.028508772,0.006229006,0.004325843,0.005422551,0.006411798,0.001754386,0.001805869,-65.14285714,-65.14285714,0.635964912
28074,District of Columbia,parks_percent_change_from_baseline,74,0.005543237,0.005482456,0.989035088,0.010964912,0.006637504,0.004832544,0.005462784,0.006711091,0.00198739,0.002009423,-65.14285714,-65.14285714,0.635964912
28075,District of Columbia,parks_percent_change_from_baseline,75,0.052511416,0.050438596,0.960526316,0.039473684,0.007041146,0.005354502,0.005520857,0.007330508,0.004837461,0.005036261,-65.14285714,-65.14285714,0.635964912
28076,District of Columbia,parks_percent_change_from_baseline,76,0.061728395,0.054824561,0.888157895,0.111842105,0.00743993,0.005889636,0.005604728,0.00837681,0.007614522,0.008573388,-65.14285714,-65.14285714,0.635964912
28077,District of Columbia,parks_percent_change_from_baseline,77,0.038659794,0.032894737,0.850877193,0.149122807,0.007833857,0.006435863,0.005721403,0.009206801,0.00894506,0.010512751,-65.14285714,-65.14285714,0.635964912
28078,District of Columbia,parks_percent_change_from_baseline,78,0.024,0.019736842,0.822368421,0.177631579,0.008222926,0.006991102,0.005876927,0.009999078,0.009484649,0.011533333,-65.14285714,-65.14285714,0.635964912
28079,District of Columbia,parks_percent_change_from_baseline,79,-0.022972973,-0.018640351,0.811403509,0.188596491,0.008607138,0.007553271,0.006076395,0.010607716,0.007894737,0.00972973,-65.14285714,-65.14285714,0.635964912
28080,District of Columbia,parks_percent_change_from_baseline,80,0.012755102,0.010964912,0.859649123,0.140350877,0.008986493,0.008120287,0.006323941,0.010453675,0.007401316,0.008609694,-65.14285714,-65.14285714,0.635964912
28081,District of Columbia,parks_percent_change_from_baseline,81,0.029166667,0.023026316,0.789473684,0.210526316,0.00936099,0.008690069,0.006622746,0.011857254,0.008059211,0.010208333,-65.14285714,-65.14285714,0.635964912
28082,District of Columbia,parks_percent_change_from_baseline,82,-0.07277628,-0.059210526,0.813596491,0.186403509,0.00973063,0.009260534,0.006975034,0.01196002,0.004605263,0.005660377,-65.14285714,-65.14285714,0.635964912
28083,District of Columbia,parks_percent_change_from_baseline,83,-0.025362319,-0.023026316,0.907894737,0.092105263,0.010095413,0.009829601,0.007382074,0.011119585,0.00191886,0.002113527,-65.14285714,-65.14285714,0.635964912
28084,District of Columbia,parks_percent_change_from_baseline,84,0.008928571,0.007675439,0.859649123,0.140350877,0.010455338,0.010395187,0.007844179,0.012162332,0.001644737,0.001913265,-65.14285714,-65.14285714,0.635964912
28085,District of Columbia,parks_percent_change_from_baseline,85,-0.00982801,-0.00877193,0.89254386,0.10745614,0.010810406,0.010955211,0.008360704,0.012111904,0.001151316,0.001289926,-65.14285714,-65.14285714,0.635964912
28086,District of Columbia,parks_percent_change_from_baseline,86,0.045,0.039473684,0.877192982,0.122807018,0.011160616,0.01150759,0.008930051,0.012723103,0.003344298,0.0038125,-65.14285714,-65.14285714,0.635964912
28087,District of Columbia,parks_percent_change_from_baseline,87,0.032345013,0.026315789,0.813596491,0.186403509,0.01150597,0.012050243,0.009549664,0.014142108,0.005537281,0.00680593,-65.14285714,-65.14285714,0.635964912
28088,District of Columbia,parks_percent_change_from_baseline,88,0.033244681,0.027412281,0.824561403,0.175438597,0.011846465,0.012581087,0.010216033,0.01436699,0.006633772,0.008045213,-65.14285714,-65.14285714,0.635964912
28089,District of Columbia,parks_percent_change_from_baseline,89,0.092485549,0.070175439,0.75877193,0.24122807,0.012182104,0.013098041,0.010924691,0.016055027,0.010800439,0.014234104,-65.14285714,-65.14285714,0.635964912
28090,District of Columbia,parks_percent_change_from_baseline,90,0.040064103,0.027412281,0.684210526,0.315789474,0.012512885,0.013599023,0.011670215,0.018288063,0.013815789,0.020192308,-65.14285714,-65.14285714,0.635964912
28091,District of Columbia,parks_percent_change_from_baseline,91,-0.004672897,-0.003289474,0.703947368,0.296052632,0.012838809,0.014081949,0.012446226,0.018238308,0.014199561,0.02017134,-65.14285714,-65.14285714,0.635964912
28092,District of Columbia,parks_percent_change_from_baseline,92,0.011111111,0.007675439,0.690789474,0.309210526,0.013159875,0.01454474,0.01324539,0.019050486,0.014473684,0.020952381,-65.14285714,-65.14285714,0.635964912
28093,District of Columbia,parks_percent_change_from_baseline,93,-0.01433121,-0.009868421,0.688596491,0.311403509,0.013476084,0.014985312,0.014059417,0.019570364,0.014035088,0.020382166,-65.14285714,-65.14285714,0.635964912
28094,District of Columbia,parks_percent_change_from_baseline,94,-0.015432099,-0.010964912,0.710526316,0.289473684,0.013787436,0.015401583,0.014879059,0.019404539,0.013212719,0.018595679,-65.14285714,-65.14285714,0.635964912
28095,District of Columbia,parks_percent_change_from_baseline,95,-0.037037037,-0.026315789,0.710526316,0.289473684,0.01409393,0.015791472,0.015694116,0.019835902,0.009375,0.013194444,-65.14285714,-65.14285714,0.635964912
28096,District of Columbia,parks_percent_change_from_baseline,96,-0.031609195,-0.024122807,0.763157895,0.236842105,0.014395567,0.016152896,0.016493429,0.018863157,0.005427632,0.007112069,-65.14285714,-65.14285714,0.635964912
28097,District of Columbia,parks_percent_change_from_baseline,97,0.020231214,0.015350877,0.75877193,0.24122807,0.014692347,0.016483774,0.017264883,0.019363324,0.004550439,0.00599711,-65.14285714,-65.14285714,0.635964912
28098,District of Columbia,parks_percent_change_from_baseline,98,0.077844311,0.057017544,0.73245614,0.26754386,0.014984269,0.016782023,0.01799541,0.020457565,0.006414474,0.008757485,-65.14285714,-65.14285714,0.635964912
28099,District of Columbia,parks_percent_change_from_baseline,99,0.086734694,0.055921053,0.644736842,0.355263158,0.015271334,0.017045562,0.018670983,0.023686151,0.010142544,0.015731293,-65.14285714,-65.14285714,0.635964912
28100,District of Columbia,parks_percent_change_from_baseline,100,0.03180212,0.019736842,0.620614035,0.379385965,0.015553541,0.017272308,0.019276621,0.025061537,0.01058114,0.01704947,-65.14285714,-65.14285714,0.635964912
28101,District of Columbia,parks_percent_change_from_baseline,101,0.001811594,0.001096491,0.605263158,0.394736842,0.015830892,0.01746018,0.019796386,0.026155386,0.009484649,0.01567029,-65.14285714,-65.14285714,0.635964912
28102,District of Columbia,parks_percent_change_from_baseline,102,0.019503546,0.012061403,0.618421053,0.381578947,0.016103384,0.017607095,0.020213384,0.026039515,0.013048246,0.021099291,-65.14285714,-65.14285714,0.635964912
28103,District of Columbia,parks_percent_change_from_baseline,103,0.058490566,0.033991228,0.581140351,0.418859649,0.01637102,0.017710972,0.020509768,0.02817051,0.015899123,0.027358491,-65.14285714,-65.14285714,0.635964912
28104,District of Columbia,parks_percent_change_from_baseline,104,0.087649402,0.048245614,0.550438597,0.449561403,0.016633798,0.017769728,0.020666731,0.030219171,0.017927632,0.032569721,-65.14285714,-65.14285714,0.635964912
28105,District of Columbia,parks_percent_change_from_baseline,105,0.018099548,0.00877193,0.484649123,0.515350877,0.016891719,0.017781281,0.020664513,0.034853501,0.018804825,0.038800905,-65.14285714,-65.14285714,0.635964912
28106,District of Columbia,parks_percent_change_from_baseline,106,-0.020576132,-0.010964912,0.532894737,0.467105263,0.017144782,0.01774355,0.020482396,0.032172925,0.016282895,0.030555556,-65.14285714,-65.14285714,0.635964912
28107,District of Columbia,parks_percent_change_from_baseline,107,0.04978355,0.025219298,0.506578947,0.493421053,0.017392988,0.017654452,0.020098707,0.034334211,0.01622807,0.032034632,-65.14285714,-65.14285714,0.635964912
28108,District of Columbia,parks_percent_change_from_baseline,108,0.061363636,0.029605263,0.48245614,0.51754386,0.017636337,0.017511906,0.019490819,0.036555317,0.016337719,0.033863636,-65.14285714,-65.14285714,0.635964912
28109,District of Columbia,parks_percent_change_from_baseline,109,0.031862745,0.014254386,0.447368421,0.552631579,0.017874828,0.017313829,0.018635146,0.039955499,0.013541667,0.030269608,-65.14285714,-65.14285714,0.635964912
28110,District of Columbia,parks_percent_change_from_baseline,110,0.06763285,0.030701754,0.453947368,0.546052632,0.018108462,0.01705814,0.017507148,0.039891105,0.01370614,0.030193237,-65.14285714,-65.14285714,0.635964912
28111,District of Columbia,parks_percent_change_from_baseline,111,0.102272727,0.039473684,0.385964912,0.614035088,0.018337239,0.016742756,0.016081329,0.047510119,0.015844298,0.041051136,-65.14285714,-65.14285714,0.635964912
28112,District of Columbia,parks_percent_change_from_baseline,112,0.038011696,0.014254386,0.375,0.625,0.018561158,0.016365595,0.014331236,0.049496422,0.016173246,0.043128655,-65.14285714,-65.14285714,0.635964912
28113,District of Columbia,parks_percent_change_from_baseline,113,0.015337423,0.005482456,0.35745614,0.64254386,0.01878022,0.015924576,0.012229461,0.05253853,0.016940789,0.047392638,-65.14285714,-65.14285714,0.635964912
28114,District of Columbia,parks_percent_change_from_baseline,114,-0.018072289,-0.006578947,0.364035088,0.635964912,0.018994425,0.015417616,0.009747641,0.052177456,0.017160088,0.047138554,-65.14285714,-65.14285714,0.635964912
28537,Florida,parks_percent_change_from_baseline,37,-0.018806551,-0.018459394,0.981540606,0.018459394,0,0,0,0,-0.018459394,-0.018806551,-46.70115695,55.42810872,0.714165952
28538,Florida,parks_percent_change_from_baseline,38,0.009697652,0.009697652,1,0,0.00182621,0.005324706,0.005298779,0.00182621,-0.004380871,-0.004380871,-46.70115695,55.42810872,0.714165952
28539,Florida,parks_percent_change_from_baseline,39,0.017886198,0.017209121,0.962145302,0.037854698,0.003567931,0.010051215,0.010006166,0.003708308,0.002815793,0.002926578,-46.70115695,55.42810872,0.714165952
28540,Florida,parks_percent_change_from_baseline,40,0.014617106,0.014114011,0.965581757,0.034418243,0.005225164,0.014205657,0.014147487,0.005411415,0.005640348,0.005841398,-46.70115695,55.42810872,0.714165952
28541,Florida,parks_percent_change_from_baseline,41,0.039660979,0.037040073,0.933917281,0.066082719,0.006797908,0.017814161,0.017748105,0.007278919,0.011920293,0.012763757,-46.70115695,55.42810872,0.714165952
28542,Florida,parks_percent_change_from_baseline,42,0.032341466,0.028832469,0.89150161,0.10849839,0.008286164,0.020902856,0.020833426,0.009294615,0.014738989,0.016532768,-46.70115695,55.42810872,0.714165952
28543,Florida,parks_percent_change_from_baseline,43,-0.008906776,-0.007804584,0.876252342,0.123747658,0.009689932,0.023497871,0.023428893,0.011058381,0.011518479,0.013145162,-46.70115695,55.42810872,0.714165952
28544,Florida,parks_percent_change_from_baseline,44,-0.005171459,-0.004691086,0.907110777,0.092889223,0.011009211,0.025625336,0.02555999,0.012136568,0.009492283,0.010464304,-46.70115695,55.42810872,0.714165952
28545,Florida,parks_percent_change_from_baseline,45,0.016657251,0.014752236,0.885634514,0.114365486,0.012244002,0.027311379,0.027252239,0.013825118,0.010076722,0.011377969,-46.70115695,55.42810872,0.714165952
28546,Florida,parks_percent_change_from_baseline,46,0.034757549,0.030503444,0.877606305,0.122393695,0.013394305,0.02858213,0.028531205,0.015262316,0.012119394,0.013809603,-46.70115695,55.42810872,0.714165952
28547,Florida,parks_percent_change_from_baseline,47,0.040025739,0.03300633,0.824627626,0.175372374,0.014460119,0.029463719,0.029422488,0.017535331,0.014018207,0.016999439,-46.70115695,55.42810872,0.714165952
28548,Florida,parks_percent_change_from_baseline,48,0.007803037,0.006332895,0.811593644,0.188406356,0.015441444,0.029982274,0.029951732,0.019026078,0.013377764,0.016483328,-46.70115695,55.42810872,0.714165952
28549,Florida,parks_percent_change_from_baseline,49,0.005592664,0.00454103,0.811961836,0.188038164,0.016338281,0.030163924,0.030144618,0.020121982,0.012698015,0.015638685,-46.70115695,55.42810872,0.714165952
28550,Florida,parks_percent_change_from_baseline,50,0.063533858,0.050986657,0.802511585,0.197488415,0.01715063,0.0300348,0.030026868,0.021371193,0.015432918,0.019230773,-46.70115695,55.42810872,0.714165952
28551,Florida,parks_percent_change_from_baseline,51,0.103429888,0.073434033,0.709988522,0.290011478,0.017878491,0.029621029,0.029624242,0.02518138,0.019299659,0.027183058,-46.70115695,55.42810872,0.714165952
28552,Florida,parks_percent_change_from_baseline,52,0.090540032,0.059361985,0.655643518,0.344356482,0.018521863,0.028948742,0.028962542,0.028249898,0.021803555,0.033255197,-46.70115695,55.42810872,0.714165952
28553,Florida,parks_percent_change_from_baseline,53,0.068548073,0.040530046,0.591264551,0.408735449,0.019080746,0.028044067,0.028067608,0.032271081,0.022905113,0.038739195,-46.70115695,55.42810872,0.714165952
28554,Florida,parks_percent_change_from_baseline,54,0.037007832,0.021264087,0.574583427,0.425416573,0.019555141,0.026933134,0.026965319,0.034033598,0.022813945,0.039705191,-46.70115695,55.42810872,0.714165952
28555,Florida,parks_percent_change_from_baseline,55,0.061011891,0.033479444,0.548736378,0.451263622,0.019945048,0.025642072,0.025681596,0.036347231,0.023375287,0.042598391,-46.70115695,55.42810872,0.714165952
28556,Florida,parks_percent_change_from_baseline,56,0.108271712,0.054961378,0.507624538,0.492375462,0.020250467,0.02419701,0.024242398,0.039892608,0.024954591,0.049159545,-46.70115695,55.42810872,0.714165952
28557,Florida,parks_percent_change_from_baseline,57,0.10227636,0.04488026,0.438813622,0.561186378,0.020471396,0.022624077,0.022673724,0.046651689,0.028121574,0.064085463,-46.70115695,55.42810872,0.714165952
28558,Florida,parks_percent_change_from_baseline,58,0.05801116,0.024240776,0.417864018,0.582135982,0.020607838,0.020949403,0.021001612,0.049317092,0.02884873,0.069038561,-46.70115695,55.42810872,0.714165952
28559,Florida,parks_percent_change_from_baseline,59,-0.029238817,-0.011412848,0.39033207,0.60966793,0.020659791,0.019199116,0.019252141,0.052928757,0.027417632,0.070241812,-46.70115695,55.42810872,0.714165952
28560,Florida,parks_percent_change_from_baseline,60,-0.049455495,-0.021794528,0.440689714,0.559310286,0.020627256,0.017399347,0.017451429,0.046806756,0.025622205,0.058141146,-46.70115695,55.42810872,0.714165952
28561,Florida,parks_percent_change_from_baseline,61,0.017642185,0.007655317,0.433921125,0.566078875,0.020510232,0.015576224,0.015625633,0.04726719,0.024152967,0.055662114,-46.70115695,55.42810872,0.714165952
28562,Florida,parks_percent_change_from_baseline,62,0.023227587,0.00988053,0.42537908,0.57462092,0.02030872,0.013755876,0.013800951,0.04774264,0.02320537,0.054552213,-46.70115695,55.42810872,0.714165952
28563,Florida,parks_percent_change_from_baseline,63,-0.002102242,-0.000870665,0.414160066,0.585839934,0.02002272,0.011964433,0.01200362,0.048345365,0.023552066,0.056867062,-46.70115695,55.42810872,0.714165952
28564,Florida,parks_percent_change_from_baseline,64,-0.055363442,-0.023646856,0.42712041,0.57287959,0.019652231,0.010228024,0.010259916,0.046010985,0.022604278,0.052922495,-46.70115695,55.42810872,0.714165952
28565,Florida,parks_percent_change_from_baseline,65,-0.041178692,-0.019002063,0.461453778,0.538546222,0.019197254,0.008572778,0.008596154,0.041601683,0.020916563,0.045327536,-46.70115695,55.42810872,0.714165952
28566,Florida,parks_percent_change_from_baseline,66,0.088624389,0.041221378,0.465124537,0.534875463,0.018657788,0.007024825,0.007038692,0.040113532,0.021452459,0.046121969,-46.70115695,55.42810872,0.714165952
28567,Florida,parks_percent_change_from_baseline,67,0.058855796,0.022306996,0.379011022,0.620988978,0.018033834,0.005610292,0.005613925,0.047581291,0.020917493,0.055189668,-46.70115695,55.42810872,0.714165952
28568,Florida,parks_percent_change_from_baseline,68,-0.050920261,-0.021412507,0.420510545,0.579489455,0.017325391,0.004355311,0.004348287,0.041200849,0.019530222,0.046444073,-46.70115695,55.42810872,0.714165952
28569,Florida,parks_percent_change_from_baseline,69,-0.009388068,-0.003960225,0.421836035,0.578163965,0.01653246,0.00328601,0.003268254,0.039191674,0.01910516,0.045290488,-46.70115695,55.42810872,0.714165952
28570,Florida,parks_percent_change_from_baseline,70,0.007175951,0.0030744,0.428430996,0.571569004,0.015655041,0.002428518,0.00240034,0.036540403,0.016709547,0.039001723,-46.70115695,55.42810872,0.714165952
28571,Florida,parks_percent_change_from_baseline,71,0.068217754,0.02835725,0.415687236,0.584312764,0.014693133,0.001808964,0.0017711,0.035346607,0.014455708,0.034775443,-46.70115695,55.42810872,0.714165952
28572,Florida,parks_percent_change_from_baseline,72,0.09023499,0.033541834,0.371716497,0.628283503,0.013646737,0.001453478,0.001407126,0.036712757,0.0131647,0.03541597,-46.70115695,55.42810872,0.714165952
28573,Florida,parks_percent_change_from_baseline,73,0.051245285,0.017864289,0.348603567,0.651396433,0.012515853,0.001388189,0.001335052,0.035902825,0.012031412,0.034513165,-46.70115695,55.42810872,0.714165952
28574,Florida,parks_percent_change_from_baseline,74,0.054759666,0.018398586,0.335987919,0.664012081,0.01130048,0.001639225,0.001581551,0.03363359,0.011888137,0.035382633,-46.70115695,55.42810872,0.714165952
28575,Florida,parks_percent_change_from_baseline,75,0.001344067,0.000419089,0.311806395,0.688193605,0.010000619,0.002232718,0.002173337,0.032073167,0.010235119,0.032825239,-46.70115695,55.42810872,0.714165952
28576,Florida,parks_percent_change_from_baseline,76,-0.023403162,-0.007843564,0.335149741,0.664850259,0.008616269,0.003194794,0.003137161,0.025708714,0.007094872,0.021169261,-46.70115695,55.42810872,0.714165952
28577,Florida,parks_percent_change_from_baseline,77,-0.006596828,-0.002160418,0.327493522,0.672506478,0.007147431,0.004551585,0.004499815,0.021824647,0.004742838,0.014482236,-46.70115695,55.42810872,0.714165952
28578,Florida,parks_percent_change_from_baseline,78,-0.036013503,-0.012225525,0.339470578,0.660529422,0.005594104,0.006329218,0.006288132,0.016478907,0.002919523,0.008600225,-46.70115695,55.42810872,0.714165952
28579,Florida,parks_percent_change_from_baseline,79,-0.010724099,-0.003774288,0.351944572,0.648055428,0.003956289,0.008553823,0.008528982,0.011241228,0.003301451,0.0093806,-46.70115695,55.42810872,0.714165952
28580,Florida,parks_percent_change_from_baseline,80,0.015460497,0.005365089,0.347019155,0.652980845,0.002233986,0.01125153,0.011249276,0.006437644,0.004659432,0.013427017,-46.70115695,55.42810872,0.714165952
28581,Florida,parks_percent_change_from_baseline,81,0.056159326,0.01916237,0.341214395,0.658785605,0.000427194,0.014448468,0.014475965,0.001251981,0.005234785,0.01534163,-46.70115695,55.42810872,0.714165952
28582,Florida,parks_percent_change_from_baseline,82,0.08970092,0.027690173,0.308694414,0.691305586,-0.001464086,0.018170765,0.018236039,-0.004742833,0.006125267,0.019842494,-46.70115695,55.42810872,0.714165952
28583,Florida,parks_percent_change_from_baseline,83,0.079977756,0.022860366,0.285834048,0.714165952,-0.003439855,0.022444551,0.022556528,-0.012034447,0.007311819,0.025580643,-46.70115695,55.42810872,0.714165952
29031,Georgia,parks_percent_change_from_baseline,31,-0.003814947,-0.003684824,0.96589114,0.03410886,0,0,0,0,-0.003684824,-0.003814947,-15.38677796,68.92277236,1
29032,Georgia,parks_percent_change_from_baseline,32,0.003269136,0.003169675,0.969575964,0.030424036,0.000578531,0.001973031,0.001817504,0.000596685,-0.000257574,-0.000265656,-15.38677796,68.92277236,1
29033,Georgia,parks_percent_change_from_baseline,33,0.01601296,0.015365264,0.959551789,0.040448211,0.001146463,0.003808819,0.003523078,0.001194791,0.004950039,0.005158699,-15.38677796,68.92277236,1
29034,Georgia,parks_percent_change_from_baseline,34,0.033204878,0.031174248,0.938845436,0.061154564,0.001703797,0.005511308,0.00511883,0.001814779,0.011506091,0.012255575,-15.38677796,68.92277236,1
29035,Georgia,parks_percent_change_from_baseline,35,-0.022827366,-0.020480788,0.897203293,0.102796707,0.002250532,0.007084442,0.006606926,0.002508386,0.005108715,0.005694044,-15.38677796,68.92277236,1
29036,Georgia,parks_percent_change_from_baseline,36,-0.044026093,-0.043137074,0.979807012,0.020192988,0.002786669,0.008532166,0.007989585,0.0028441,-0.00293225,-0.002992681,-15.38677796,68.92277236,1
29037,Georgia,parks_percent_change_from_baseline,37,0.014701521,0.014458614,0.983477442,0.016522558,0.003312206,0.009858425,0.009269081,0.003367852,-0.000447841,-0.000455364,-15.38677796,68.92277236,1
29038,Georgia,parks_percent_change_from_baseline,38,0.018630909,0.017715941,0.950889784,0.049110216,0.003827146,0.011067162,0.010447744,0.004024805,0.001822632,0.001916765,-15.38677796,68.92277236,1
29039,Georgia,parks_percent_change_from_baseline,39,0.008180411,0.007755402,0.94804556,0.05195444,0.004331486,0.012162322,0.011527959,0.004568858,0.002481829,0.002617837,-15.38677796,68.92277236,1
29040,Georgia,parks_percent_change_from_baseline,40,0.02112466,0.019759563,0.93537898,0.06462102,0.004825228,0.013147851,0.012512163,0.005158581,0.004209602,0.004500424,-15.38677796,68.92277236,1
