,State,Mobility Type,t,Observed h(t),Fitted h(t)
987,Alaska,transit_stations_percent_change_from_baseline,59,0.033783803,0.033006165231307595
988,Alaska,transit_stations_percent_change_from_baseline,60,0.036856224,0.03326719501594573
989,Alaska,transit_stations_percent_change_from_baseline,61,0.039509872,0.03346297290261892
990,Alaska,transit_stations_percent_change_from_baseline,62,0.040474912,0.03358258901766439
991,Alaska,transit_stations_percent_change_from_baseline,63,0.040563468,0.03361393124014558
992,Alaska,transit_stations_percent_change_from_baseline,64,0.038816716,0.03354374596439853
993,Alaska,transit_stations_percent_change_from_baseline,65,0.036740224,0.033357781349824304
994,Alaska,transit_stations_percent_change_from_baseline,66,0.03356733,0.03304103868462711
995,Alaska,transit_stations_percent_change_from_baseline,67,0.029522246,0.03257816011986568
996,Alaska,transit_stations_percent_change_from_baseline,68,0.027480994,0.03195398168518134
997,Alaska,transit_stations_percent_change_from_baseline,69,0.026925246,0.031154277767482162
998,Alaska,transit_stations_percent_change_from_baseline,70,0.026091425,0.03016671531749869
999,Alaska,transit_stations_percent_change_from_baseline,71,0.025078424,0.028982020857552235
1000,Alaska,transit_stations_percent_change_from_baseline,72,0.024458492,0.02759533879967566
1001,Alaska,transit_stations_percent_change_from_baseline,73,0.023935441,0.02600772407864936
1002,Alaska,transit_stations_percent_change_from_baseline,74,0.024144922,0.024227665489246722
1003,Alaska,transit_stations_percent_change_from_baseline,75,0.02083854,0.02227248082706695
1004,Alaska,transit_stations_percent_change_from_baseline,76,0.018612088,0.020169367436230646
1005,Alaska,transit_stations_percent_change_from_baseline,77,0.017636291,0.017955843849907265
1006,Alaska,transit_stations_percent_change_from_baseline,78,0.016959426,0.015679297429764125
1007,Alaska,transit_stations_percent_change_from_baseline,79,0.01584406,0.0133953812101803
1008,Alaska,transit_stations_percent_change_from_baseline,80,0.013647624,0.01116510245772991
1009,Alaska,transit_stations_percent_change_from_baseline,81,0.00974216,0.009050629488039212
1010,Alaska,transit_stations_percent_change_from_baseline,82,0.009204004,0.007110106129423893
1011,Alaska,transit_stations_percent_change_from_baseline,83,0.006506586,0.005392067658071311
1012,Alaska,transit_stations_percent_change_from_baseline,84,0.003372794,0.0039303236855722425
1013,Alaska,transit_stations_percent_change_from_baseline,85,0.0,0.0027403091752911508
1014,Alaska,workplaces_percent_change_from_baseline,0,0.0,0.0
1015,Alaska,workplaces_percent_change_from_baseline,1,0.000598002,0.0005165150820566586
1016,Alaska,workplaces_percent_change_from_baseline,2,0.001186378,0.0010330257693489805
1017,Alaska,workplaces_percent_change_from_baseline,3,0.001764913,0.001549513005842867
1018,Alaska,workplaces_percent_change_from_baseline,4,0.002329858,0.0020659319410904716
1019,Alaska,workplaces_percent_change_from_baseline,5,0.002904841,0.0025822023794322443
1020,Alaska,workplaces_percent_change_from_baseline,6,0.003476581,0.003098200022393814
1021,Alaska,workplaces_percent_change_from_baseline,7,0.00409655,0.003613748268772355
1022,Alaska,workplaces_percent_change_from_baseline,8,0.004639416,0.00412861046857403
1023,Alaska,workplaces_percent_change_from_baseline,9,0.0051459,0.004642482587909673
1024,Alaska,workplaces_percent_change_from_baseline,10,0.00564467,0.005154986279128191
1025,Alaska,workplaces_percent_change_from_baseline,11,0.006128056,0.005665662377412428
1026,Alaska,workplaces_percent_change_from_baseline,12,0.006595831,0.00617396486693884
1027,Alaska,workplaces_percent_change_from_baseline,13,0.007059375,0.006679255378754303
1028,Alaska,workplaces_percent_change_from_baseline,14,0.007508441,0.0071807982997665375
1029,Alaska,workplaces_percent_change_from_baseline,15,0.008091328,0.007677756588095488
1030,Alaska,workplaces_percent_change_from_baseline,16,0.008548752,0.008169188404575149
1031,Alaska,workplaces_percent_change_from_baseline,17,0.008994111,0.008654044683304225
1032,Alaska,workplaces_percent_change_from_baseline,18,0.009443591,0.009131167775550012
1033,Alaska,workplaces_percent_change_from_baseline,19,0.00991743,0.00959929131063379
1034,Alaska,workplaces_percent_change_from_baseline,20,0.010384174,0.010057041424202443
1035,Alaska,workplaces_percent_change_from_baseline,21,0.010863512,0.010502939507985212
1036,Alaska,workplaces_percent_change_from_baseline,22,0.011086928,0.010935406635161115
1037,Alaska,workplaces_percent_change_from_baseline,23,0.011496833,0.011352769811201924
1038,Alaska,workplaces_percent_change_from_baseline,24,0.011873051,0.011753270190877371
1039,Alaska,workplaces_percent_change_from_baseline,25,0.012212064,0.012135073387395839
1040,Alaska,workplaces_percent_change_from_baseline,26,0.0124624,0.012496281978831037
1041,Alaska,workplaces_percent_change_from_baseline,27,0.012790694,0.012834950289556269
1042,Alaska,workplaces_percent_change_from_baseline,28,0.013287644,0.01314910148999129
1043,Alaska,workplaces_percent_change_from_baseline,29,0.013481252,0.013436747016338743
1044,Alaska,workplaces_percent_change_from_baseline,30,0.013707662,0.013695908263126284
1045,Alaska,workplaces_percent_change_from_baseline,31,0.01394184,0.013924640445502373
1046,Alaska,workplaces_percent_change_from_baseline,32,0.014126322,0.014121058465877084
1047,Alaska,workplaces_percent_change_from_baseline,33,0.014288454,0.014283364551505697
1048,Alaska,workplaces_percent_change_from_baseline,34,0.014396826,0.014409877357201532
1049,Alaska,workplaces_percent_change_from_baseline,35,0.014542781,0.014499062152148237
1050,Alaska,workplaces_percent_change_from_baseline,36,0.014569966,0.014549561633775816
1051,Alaska,workplaces_percent_change_from_baseline,37,0.014570349,0.014560226837282851
1052,Alaska,workplaces_percent_change_from_baseline,38,0.0145434,0.014530147539413386
1053,Alaska,workplaces_percent_change_from_baseline,39,0.014488574,0.01445868149263369
1054,Alaska,workplaces_percent_change_from_baseline,40,0.014153141,0.014345481774245324
1055,Alaska,workplaces_percent_change_from_baseline,41,0.01394901,0.014190521497694442
1056,Alaska,workplaces_percent_change_from_baseline,42,0.013366675,0.013994115113870451
1057,Alaska,workplaces_percent_change_from_baseline,43,0.011432724,0.013756935531845075
1058,Alaska,workplaces_percent_change_from_baseline,44,0.011294938,0.01348002631425345
1059,Alaska,workplaces_percent_change_from_baseline,45,0.011152106,0.013164808254783212
1060,Alaska,workplaces_percent_change_from_baseline,46,0.01100323,0.012813079725678838
1061,Alaska,workplaces_percent_change_from_baseline,47,0.010975812,0.012427010292488886
1062,Alaska,workplaces_percent_change_from_baseline,48,0.010988555,0.012009127231031331
1063,Alaska,workplaces_percent_change_from_baseline,49,0.011189218,0.011562294745967032
1064,Alaska,workplaces_percent_change_from_baseline,50,0.013024538,0.011089685878268455
1065,Alaska,workplaces_percent_change_from_baseline,51,0.012586511,0.0105947472955962
1066,Alaska,workplaces_percent_change_from_baseline,52,0.012041463,0.010081157379049185
1067,Alaska,workplaces_percent_change_from_baseline,53,0.011488044,0.009552778244506663
1068,Alaska,workplaces_percent_change_from_baseline,54,0.010892034,0.009013602558282286
1069,Alaska,workplaces_percent_change_from_baseline,55,0.010060498,0.00846769621570055
1070,Alaska,workplaces_percent_change_from_baseline,56,0.009312197,0.007919138137707376
1071,Alaska,workplaces_percent_change_from_baseline,57,0.008530637,0.007371958595025279
1072,Alaska,workplaces_percent_change_from_baseline,58,0.00771582,0.006830077582543765
1073,Alaska,workplaces_percent_change_from_baseline,59,0.006904668,0.006297244830645204
1074,Alaska,workplaces_percent_change_from_baseline,60,0.006002461,0.005776983048777848
1075,Alaska,workplaces_percent_change_from_baseline,61,0.00499174,0.005272535945815267
1076,Alaska,workplaces_percent_change_from_baseline,62,0.004123973,0.00478682246027209
1077,Alaska,workplaces_percent_change_from_baseline,63,0.003126149,0.004322398462943366
1078,Alaska,workplaces_percent_change_from_baseline,64,0.002105978,0.0038814269697840117
1079,Alaska,workplaces_percent_change_from_baseline,65,0.001072279,0.0034656576317027028
1080,Alaska,workplaces_percent_change_from_baseline,66,0.0,0.0030764159610910872
1081,Arizona,grocery_and_pharmacy_percent_change_from_baseline,0,0.0,0.0
1082,Arizona,grocery_and_pharmacy_percent_change_from_baseline,1,0.002457559,0.0022405455321185585
1083,Arizona,grocery_and_pharmacy_percent_change_from_baseline,2,0.004909852,0.004481059759616479
1084,Arizona,grocery_and_pharmacy_percent_change_from_baseline,3,0.007244441,0.006721350913438485
1085,Arizona,grocery_and_pharmacy_percent_change_from_baseline,4,0.009312383,0.008960842693519383
1086,Arizona,grocery_and_pharmacy_percent_change_from_baseline,5,0.011313653,0.01119830176637714
1087,Arizona,grocery_and_pharmacy_percent_change_from_baseline,6,0.013330004,0.013431531104101788
1088,Arizona,grocery_and_pharmacy_percent_change_from_baseline,7,0.015420053,0.015657037720644654
1089,Arizona,grocery_and_pharmacy_percent_change_from_baseline,8,0.017411869,0.01786968273879019
1090,Arizona,grocery_and_pharmacy_percent_change_from_baseline,9,0.01930775,0.0200623231060412
1091,Arizona,grocery_and_pharmacy_percent_change_from_baseline,10,0.021306163,0.022225457021284194
1092,Arizona,grocery_and_pharmacy_percent_change_from_baseline,11,0.023311468,0.024346888998691606
1093,Arizona,grocery_and_pharmacy_percent_change_from_baseline,12,0.025357245,0.026411435294303842
1094,Arizona,grocery_and_pharmacy_percent_change_from_baseline,13,0.027454543,0.028400695895508716
1095,Arizona,grocery_and_pharmacy_percent_change_from_baseline,14,0.029108935,0.030292925020243652
1096,Arizona,grocery_and_pharmacy_percent_change_from_baseline,15,0.030606761,0.03206303748516079
1097,Arizona,grocery_and_pharmacy_percent_change_from_baseline,16,0.031591957,0.03368279252972739
1098,Arizona,grocery_and_pharmacy_percent_change_from_baseline,17,0.033315376,0.03512119861261953
1099,Arizona,grocery_and_pharmacy_percent_change_from_baseline,18,0.034252624,0.03634518097209433
1100,Arizona,grocery_and_pharmacy_percent_change_from_baseline,19,0.034965115,0.037320546847067225
1101,Arizona,grocery_and_pharmacy_percent_change_from_baseline,20,0.036023185,0.03801326967709687
1102,Arizona,grocery_and_pharmacy_percent_change_from_baseline,21,0.038656258,0.03839109208943284
1103,Arizona,grocery_and_pharmacy_percent_change_from_baseline,22,0.041911317,0.03842541742232477
1104,Arizona,grocery_and_pharmacy_percent_change_from_baseline,23,0.041051111,0.03809342138750701
1105,Arizona,grocery_and_pharmacy_percent_change_from_baseline,24,0.039859117,0.03738027125814724
1106,Arizona,grocery_and_pharmacy_percent_change_from_baseline,25,0.038577157,0.03628129365920526
1107,Arizona,grocery_and_pharmacy_percent_change_from_baseline,26,0.037078217,0.03480388976320266
1108,Arizona,grocery_and_pharmacy_percent_change_from_baseline,27,0.034353729,0.032968966533899226
1109,Arizona,grocery_and_pharmacy_percent_change_from_baseline,28,0.030517813,0.030811643879666603
1110,Arizona,grocery_and_pharmacy_percent_change_from_baseline,29,0.026695824,0.028381019201667634
1111,Arizona,grocery_and_pharmacy_percent_change_from_baseline,30,0.025464665,0.025738829563549354
1112,Arizona,grocery_and_pharmacy_percent_change_from_baseline,31,0.02339093,0.022956949514819757
1113,Arizona,grocery_and_pharmacy_percent_change_from_baseline,32,0.021306612,0.020113794302171768
1114,Arizona,grocery_and_pharmacy_percent_change_from_baseline,33,0.019063689,0.01728985002803934
1115,Arizona,grocery_and_pharmacy_percent_change_from_baseline,34,0.016845404,0.014562702070032808
1116,Arizona,grocery_and_pharmacy_percent_change_from_baseline,35,0.01395211,0.01200205268152631
1117,Arizona,grocery_and_pharmacy_percent_change_from_baseline,36,0.010629749,0.00966527925652683
1118,Arizona,grocery_and_pharmacy_percent_change_from_baseline,37,0.005492085,0.0075940635219402825
1119,Arizona,grocery_and_pharmacy_percent_change_from_baseline,38,0.0,0.005812509687223932
1120,Arizona,parks_percent_change_from_baseline,0,0.0,0.0
1121,Arizona,parks_percent_change_from_baseline,1,0.001234288,0.0017194496262555375
1122,Arizona,parks_percent_change_from_baseline,2,0.002480979,0.003438899252511075
1123,Arizona,parks_percent_change_from_baseline,3,0.003742608,0.0051583488787666125
1124,Arizona,parks_percent_change_from_baseline,4,0.005131095,0.00687779850502215
1125,Arizona,parks_percent_change_from_baseline,5,0.00678181,0.008597248131277688
1126,Arizona,parks_percent_change_from_baseline,6,0.008394564,0.010316697757533225
1127,Arizona,parks_percent_change_from_baseline,7,0.009762374,0.012036147383788762
1128,Arizona,parks_percent_change_from_baseline,8,0.011013569,0.0137555970100443
1129,Arizona,parks_percent_change_from_baseline,9,0.012305527,0.015475046636299838
1130,Arizona,parks_percent_change_from_baseline,10,0.013661885,0.017194496262555377
1131,Arizona,parks_percent_change_from_baseline,11,0.015361089,0.018913945888810912
1132,Arizona,parks_percent_change_from_baseline,12,0.01641349,0.02063339551506645
1133,Arizona,parks_percent_change_from_baseline,13,0.017498173,0.02235284514132198
1134,Arizona,parks_percent_change_from_baseline,14,0.01880983,0.024072294767577457
1135,Arizona,parks_percent_change_from_baseline,15,0.019574871,0.025791744393832604
1136,Arizona,parks_percent_change_from_baseline,16,0.020022067,0.02751119402008581
1137,Arizona,parks_percent_change_from_baseline,17,0.020539101,0.029230643646328925
1138,Arizona,parks_percent_change_from_baseline,18,0.020559139,0.03095009327252436
1139,Arizona,parks_percent_change_from_baseline,19,0.020872029,0.032669542898513274
1140,Arizona,parks_percent_change_from_baseline,20,0.021395493,0.034388992523674285
1141,Arizona,parks_percent_change_from_baseline,21,0.021907612,0.03610844214573997
1142,Arizona,parks_percent_change_from_baseline,22,0.022594742,0.03782789175694123
1143,Arizona,parks_percent_change_from_baseline,23,0.023876349,0.039547341332136325
1144,Arizona,parks_percent_change_from_baseline,24,0.025497777,0.04126679079409713
1145,Arizona,parks_percent_change_from_baseline,25,0.027540564,0.0429862399166616
1146,Arizona,parks_percent_change_from_baseline,26,0.02808459,0.04470568806595281
1147,Arizona,parks_percent_change_from_baseline,27,0.028619845,0.04642513353583289
1148,Arizona,parks_percent_change_from_baseline,28,0.029560524,0.048144571902812586
1149,Arizona,parks_percent_change_from_baseline,29,0.030871534,0.04986399208960853
1150,Arizona,parks_percent_change_from_baseline,30,0.031811223,0.05158336723830678
1151,Arizona,parks_percent_change_from_baseline,31,0.032926766,0.053302634161739984
1152,Arizona,parks_percent_change_from_baseline,32,0.034556422,0.055021648330327876
1153,Arizona,parks_percent_change_from_baseline,33,0.037698688,0.0567400877656418
1154,Arizona,parks_percent_change_from_baseline,34,0.039635788,0.05845725273064805
1155,Arizona,parks_percent_change_from_baseline,35,0.039756439,0.06017165761199857
1156,Arizona,parks_percent_change_from_baseline,36,0.041615907,0.06188021714915519
1157,Arizona,parks_percent_change_from_baseline,37,0.043750916,0.063576657087275
1158,Arizona,parks_percent_change_from_baseline,38,0.047227286,0.06524847264465031
1159,Arizona,parks_percent_change_from_baseline,39,0.056817518,0.06687122793734457
1160,Arizona,parks_percent_change_from_baseline,40,0.120357683,0.06839811279043558
1161,Arizona,parks_percent_change_from_baseline,41,0.132927858,0.06974133366184747
1162,Arizona,parks_percent_change_from_baseline,42,0.127092001,0.07074019629369123
1163,Arizona,parks_percent_change_from_baseline,43,0.120823858,0.0711095883271407
1164,Arizona,parks_percent_change_from_baseline,44,0.11412343,0.07036571626096856
1165,Arizona,parks_percent_change_from_baseline,45,0.106990715,0.06774436057610565
1166,Arizona,parks_percent_change_from_baseline,46,0.070933651,0.06218529385546417
1167,Arizona,parks_percent_change_from_baseline,47,0.030544573,0.05258531756394376
1168,Arizona,parks_percent_change_from_baseline,48,0.0195894,0.03866049977064411
1169,Arizona,parks_percent_change_from_baseline,49,0.017696993,0.022442672809605716
1170,Arizona,parks_percent_change_from_baseline,50,0.015053648,0.00877882639867762
1171,Arizona,parks_percent_change_from_baseline,51,0.012476426,0.0017871283398312326
1172,Arizona,parks_percent_change_from_baseline,52,0.010098986,0.00012478645287763865
1173,Arizona,parks_percent_change_from_baseline,53,0.007934149,1.5345749571236325e-06
1174,Arizona,parks_percent_change_from_baseline,54,0.005652795,1.1559524015914445e-09
1175,Arizona,parks_percent_change_from_baseline,55,0.003045007,1.015133216801798e-14
1176,Arizona,parks_percent_change_from_baseline,56,0.0,7.840675857347872e-23
1177,Arizona,residential_percent_change_from_baseline,0,0.0,0.0
1178,Arizona,residential_percent_change_from_baseline,1,0.000751382,0.0046376037906106695
1179,Arizona,residential_percent_change_from_baseline,2,0.001517151,0.009275201165591846
1180,Arizona,residential_percent_change_from_baseline,3,0.002318407,0.013912752035424462
1181,Arizona,residential_percent_change_from_baseline,4,0.003165023,0.018550134174287337
1182,Arizona,residential_percent_change_from_baseline,5,0.003992221,0.02318708311902866
1183,Arizona,residential_percent_change_from_baseline,6,0.00481277,0.027823123474940033
1184,Arizona,residential_percent_change_from_baseline,7,0.005764084,0.03245749317950021
1185,Arizona,residential_percent_change_from_baseline,8,0.006793821,0.03708906176547959
1186,Arizona,residential_percent_change_from_baseline,9,0.008356841,0.04171624344945019
1187,Arizona,residential_percent_change_from_baseline,10,0.010311726,0.04633690579388858
1188,Arizona,residential_percent_change_from_baseline,11,0.012821096,0.05094827469762107
1189,Arizona,residential_percent_change_from_baseline,12,0.015888828,0.05554683653822654
1190,Arizona,residential_percent_change_from_baseline,13,0.019780638,0.060128238410832625
1191,Arizona,residential_percent_change_from_baseline,14,0.025785557,0.06468718757512952
1192,Arizona,residential_percent_change_from_baseline,15,0.033810701,0.0692173514330186
1193,Arizona,residential_percent_change_from_baseline,16,0.039898371,0.0737112596102523
1194,Arizona,residential_percent_change_from_baseline,17,0.047296534,0.07816021000342714
1195,Arizona,residential_percent_change_from_baseline,18,0.061196602,0.08255418097436655
1196,Arizona,residential_percent_change_from_baseline,19,0.071844162,0.0868817522211954
1197,Arizona,residential_percent_change_from_baseline,20,0.082159925,0.09113003722097544
1198,Arizona,residential_percent_change_from_baseline,21,0.087565578,0.0952846305116548
1199,Arizona,residential_percent_change_from_baseline,22,0.098480485,0.09932957344715299
1200,Arizona,residential_percent_change_from_baseline,23,0.113056384,0.10324734240099322
1201,Arizona,residential_percent_change_from_baseline,24,0.120734511,0.1070188636895201
1202,Arizona,residential_percent_change_from_baseline,25,0.123198481,0.11062355970995906
1203,Arizona,residential_percent_change_from_baseline,26,0.12545712,0.11403943091204252
1204,Arizona,residential_percent_change_from_baseline,27,0.127510428,0.11724317821175652
1205,Arizona,residential_percent_change_from_baseline,28,0.129358405,0.12021037027619584
1206,Arizona,residential_percent_change_from_baseline,29,0.131001051,0.12291565972206954
1207,Arizona,residential_percent_change_from_baseline,30,0.132438367,0.12533305163946362
1208,Arizona,residential_percent_change_from_baseline,31,0.133670352,0.12743622694150122
1209,Arizona,residential_percent_change_from_baseline,32,0.134697006,0.12919892181883275
1210,Arizona,residential_percent_change_from_baseline,33,0.135518329,0.1305953630229172
1211,Arizona,residential_percent_change_from_baseline,34,0.136134321,0.13160075680337496
1212,Arizona,residential_percent_change_from_baseline,35,0.136544983,0.13219182708821126
1213,Arizona,residential_percent_change_from_baseline,36,0.136750314,0.13234739594816716
1214,Arizona,residential_percent_change_from_baseline,37,0.136750314,0.13204899657976607
1215,Arizona,residential_percent_change_from_baseline,38,0.136544983,0.13128150605669892
1216,Arizona,residential_percent_change_from_baseline,39,0.136134321,0.1300337820487196
1217,Arizona,residential_percent_change_from_baseline,40,0.135518329,0.12829928473680807
1218,Arizona,residential_percent_change_from_baseline,41,0.134697006,0.12607666244042046
1219,Arizona,residential_percent_change_from_baseline,42,0.133670352,0.12337027722237386
1220,Arizona,residential_percent_change_from_baseline,43,0.132438367,0.12019064517479014
1221,Arizona,residential_percent_change_from_baseline,44,0.131001051,0.1165547654499765
1222,Arizona,residential_percent_change_from_baseline,45,0.129358405,0.11248631261118759
1223,Arizona,residential_percent_change_from_baseline,46,0.127510428,0.10801566874249405
1224,Arizona,residential_percent_change_from_baseline,47,0.12545712,0.10317977512963729
1225,Arizona,residential_percent_change_from_baseline,48,0.123198481,0.09802178828879468
1226,Arizona,residential_percent_change_from_baseline,49,0.120734511,0.0925905316670781
1227,Arizona,residential_percent_change_from_baseline,50,0.069663986,0.08693974234151393
1228,Arizona,residential_percent_change_from_baseline,51,0.064328685,0.08112712124592698
1229,Arizona,residential_percent_change_from_baseline,52,0.058737961,0.07521320546435505
1230,Arizona,residential_percent_change_from_baseline,53,0.052737393,0.06926009142026981
1231,Arizona,residential_percent_change_from_baseline,54,0.048946605,0.063330047724989
1232,Arizona,residential_percent_change_from_baseline,55,0.045543539,0.05748406530957006
1233,Arizona,residential_percent_change_from_baseline,56,0.041033997,0.051780399505977154
1234,Arizona,residential_percent_change_from_baseline,57,0.050587654,0.04627316325166995
1235,Arizona,residential_percent_change_from_baseline,58,0.046767157,0.041011031956188625
1236,Arizona,residential_percent_change_from_baseline,59,0.043893432,0.03603611835363878
1237,Arizona,residential_percent_change_from_baseline,60,0.040370259,0.03138306967843634
1238,Arizona,residential_percent_change_from_baseline,61,0.03611358,0.0270784298446906
1239,Arizona,residential_percent_change_from_baseline,62,0.030888185,0.02314029640588489
1240,Arizona,residential_percent_change_from_baseline,63,0.028035549,0.019578286663919416
1241,Arizona,residential_percent_change_from_baseline,64,0.024894564,0.016393810408280727
1242,Arizona,residential_percent_change_from_baseline,65,0.02160236,0.01358062962571267
1243,Arizona,residential_percent_change_from_baseline,66,0.018060992,0.011125669455889503
1244,Arizona,residential_percent_change_from_baseline,67,0.014959236,0.00901003097747721
1245,Arizona,residential_percent_change_from_baseline,68,0.012108319,0.0072101462243006785
1246,Arizona,residential_percent_change_from_baseline,69,0.009951304,0.005699009993087313
1247,Arizona,residential_percent_change_from_baseline,70,0.007267068,0.004447421959098841
1248,Arizona,residential_percent_change_from_baseline,71,0.004759051,0.003425176358566362
1249,Arizona,residential_percent_change_from_baseline,72,0.002302188,0.0026021445635838612
1250,Arizona,residential_percent_change_from_baseline,73,0.0,0.001949207393588906
1251,Arizona,retail_and_recreation_percent_change_from_baseline,0,0.0,0.0
1252,Arizona,retail_and_recreation_percent_change_from_baseline,1,0.000622292,0.0007137815368218834
1253,Arizona,retail_and_recreation_percent_change_from_baseline,2,0.001260428,0.0014275610199882222
1254,Arizona,retail_and_recreation_percent_change_from_baseline,3,0.001891508,0.002141328317759662
1255,Arizona,retail_and_recreation_percent_change_from_baseline,4,0.00251067,0.002855057335308879
1256,Arizona,retail_and_recreation_percent_change_from_baseline,5,0.003137363,0.0035686982389360965
1257,Arizona,retail_and_recreation_percent_change_from_baseline,6,0.003950526,0.004282169747912114
1258,Arizona,retail_and_recreation_percent_change_from_baseline,7,0.004675101,0.004995351483746812
1259,Arizona,retail_and_recreation_percent_change_from_baseline,8,0.005343538,0.005708076378589202
1260,Arizona,retail_and_recreation_percent_change_from_baseline,9,0.0058735,0.006420123153125199
1261,Arizona,retail_and_recreation_percent_change_from_baseline,10,0.006422438,0.007131208882417393
1262,Arizona,retail_and_recreation_percent_change_from_baseline,11,0.006995177,0.007840981676432802
1263,Arizona,retail_and_recreation_percent_change_from_baseline,12,0.00757344,0.008549013510830069
1264,Arizona,retail_and_recreation_percent_change_from_baseline,13,0.008138344,0.009254793253034382
1265,Arizona,retail_and_recreation_percent_change_from_baseline,14,0.008715206,0.0099577199387298
1266,Arizona,retail_and_recreation_percent_change_from_baseline,15,0.009294158,0.010657096364598707
1267,Arizona,retail_and_recreation_percent_change_from_baseline,16,0.009907917,0.011352123074344361
1268,Arizona,retail_and_recreation_percent_change_from_baseline,17,0.010538894,0.012041892826610369
1269,Arizona,retail_and_recreation_percent_change_from_baseline,18,0.011237657,0.012725385645182627
1270,Arizona,retail_and_recreation_percent_change_from_baseline,19,0.011864744,0.01340146456360289
1271,Arizona,retail_and_recreation_percent_change_from_baseline,20,0.012483056,0.014068872187769341
1272,Arizona,retail_and_recreation_percent_change_from_baseline,21,0.013075677,0.014726228210929344
1273,Arizona,retail_and_recreation_percent_change_from_baseline,22,0.013760393,0.015372028025313528
1274,Arizona,retail_and_recreation_percent_change_from_baseline,23,0.014230813,0.01600464258309649
1275,Arizona,retail_and_recreation_percent_change_from_baseline,24,0.014675283,0.01662231966592617
1276,Arizona,retail_and_recreation_percent_change_from_baseline,25,0.015052901,0.0172231867264221
1277,Arizona,retail_and_recreation_percent_change_from_baseline,26,0.015640984,0.017805255466242183
1278,Arizona,retail_and_recreation_percent_change_from_baseline,27,0.016200972,0.0183664283129651
1279,Arizona,retail_and_recreation_percent_change_from_baseline,28,0.016558261,0.018904506951518685
1280,Arizona,retail_and_recreation_percent_change_from_baseline,29,0.016985307,0.019417203054586114
1281,Arizona,retail_and_recreation_percent_change_from_baseline,30,0.017467819,0.019902151339741214
1282,Arizona,retail_and_recreation_percent_change_from_baseline,31,0.017946136,0.020356925058441593
1283,Arizona,retail_and_recreation_percent_change_from_baseline,32,0.018400407,0.020779053992953427
1284,Arizona,retail_and_recreation_percent_change_from_baseline,33,0.018875928,0.021166045001406814
1285,Arizona,retail_and_recreation_percent_change_from_baseline,34,0.019429715,0.021515405108236876
1286,Arizona,retail_and_recreation_percent_change_from_baseline,35,0.020095053,0.021824667087182704
1287,Arizona,retail_and_recreation_percent_change_from_baseline,36,0.020738336,0.022091417426942532
1288,Arizona,retail_and_recreation_percent_change_from_baseline,37,0.021667835,0.02231332650592813
1289,Arizona,retail_and_recreation_percent_change_from_baseline,38,0.022650503,0.022488180733032728
1290,Arizona,retail_and_recreation_percent_change_from_baseline,39,0.023573752,0.022613916336967507
1291,Arizona,retail_and_recreation_percent_change_from_baseline,40,0.02451379,0.022688654408937255
1292,Arizona,retail_and_recreation_percent_change_from_baseline,41,0.026136596,0.022710736724001934
1293,Arizona,retail_and_recreation_percent_change_from_baseline,42,0.026089673,0.022678761787579105
1294,Arizona,retail_and_recreation_percent_change_from_baseline,43,0.025635096,0.02259162047772682
1295,Arizona,retail_and_recreation_percent_change_from_baseline,44,0.024969948,0.022448530583995416
1296,Arizona,retail_and_recreation_percent_change_from_baseline,45,0.024310604,0.022249069482923798
1297,Arizona,retail_and_recreation_percent_change_from_baseline,46,0.023503602,0.021993204142065743
1298,Arizona,retail_and_recreation_percent_change_from_baseline,47,0.022643943,0.02168131761225176
1299,Arizona,retail_and_recreation_percent_change_from_baseline,48,0.021218368,0.021314231155082065
1300,Arizona,retail_and_recreation_percent_change_from_baseline,49,0.02104727,0.02089322116268373
1301,Arizona,retail_and_recreation_percent_change_from_baseline,50,0.020769383,0.020420030062465476
1302,Arizona,retail_and_recreation_percent_change_from_baseline,51,0.020621884,0.01989687046333066
1303,Arizona,retail_and_recreation_percent_change_from_baseline,52,0.020215363,0.01932642189317236
1304,Arizona,retail_and_recreation_percent_change_from_baseline,53,0.019813654,0.018711819601129685
1305,Arizona,retail_and_recreation_percent_change_from_baseline,54,0.01969485,0.018056635051550803
1306,Arizona,retail_and_recreation_percent_change_from_baseline,55,0.019736467,0.017364847918106732
1307,Arizona,retail_and_recreation_percent_change_from_baseline,56,0.019113064,0.01664080959283914
1308,Arizona,retail_and_recreation_percent_change_from_baseline,57,0.018552031,0.01588919845143968
1309,Arizona,retail_and_recreation_percent_change_from_baseline,58,0.017678966,0.015114967356615628
1310,Arizona,retail_and_recreation_percent_change_from_baseline,59,0.016767144,0.014323284128491156
1311,Arizona,retail_and_recreation_percent_change_from_baseline,60,0.015858484,0.013519465955924369
1312,Arizona,retail_and_recreation_percent_change_from_baseline,61,0.014901477,0.012708908955765085
1313,Arizona,retail_and_recreation_percent_change_from_baseline,62,0.013883617,0.011897014298261625
1314,Arizona,retail_and_recreation_percent_change_from_baseline,63,0.012784453,0.011089112495762906
1315,Arizona,retail_and_recreation_percent_change_from_baseline,64,0.011670175,0.010290387588682098
1316,Arizona,retail_and_recreation_percent_change_from_baseline,65,0.010574558,0.00950580304848553
1317,Arizona,retail_and_recreation_percent_change_from_baseline,66,0.009526006,0.008740031244881975
1318,Arizona,retail_and_recreation_percent_change_from_baseline,67,0.008365078,0.007997388288141399
1319,Arizona,retail_and_recreation_percent_change_from_baseline,68,0.006984278,0.007281775954877029
